"","V10B01-085_A1","V10B01-085_B1","V10B01-085_C1","V10B01-085_D1","V10B01-086_A1","V10B01-086_B1","V10B01-086_C1","V10B01-086_D1","V11A20-297_A1","V11A20-297_B1","V11A20-297_C1","V11A20-297_D1","V11L05-333_A1","V11L05-333_B1","V11L05-333_C1","V11L05-333_D1","V11L05-335_A1","V11L05-335_B1","V11L05-335_C1","V11L05-335_D1","V11L05-336_A1","V11L05-336_B1","V11L05-336_C1","V11L05-336_D1","V11U08-081_A1","V11U08-081_B1","V11U08-081_C1","V11U08-081_D1","V11U08-084_A1","V11U08-084_B1","V11U08-084_C1","V11U08-084_D1","V12F14-051_A1","V12F14-051_B1","V12F14-051_C1","V12F14-051_D1"
"ENSG00000106565",NA,NA,2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000055118",3347,NA,NA,2794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197150",3676,NA,NA,5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164885",3546,1231,1183,1002,909,855,730,899,940,691,571,737,354,1016,481,1171,952,799,1105,599,1003,824,795,NA,1085,2144,1131,869,1340,NA,872,1257,900,997,1146,1140
"ENSG00000164889",NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,192,38,NA,NA,NA,NA
"ENSG00000164896",3806,NA,3860,5409,NA,NA,NA,NA,3900,NA,NA,NA,3679,4120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133612",1093,794,1122,724,625,1265,354,732,1224,888,824,546,1519,958,860,1045,637,1064,761,907,632,652,475,439,666,1163,616,1056,670,429,660,547,662,627,393,742
"ENSG00000033050",4381,NA,3282,2455,NA,NA,2322,NA,NA,NA,NA,NA,3038,3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000082014",3645,2332,1805,1389,1344,1602,983,2728,3697,2195,NA,NA,1281,3380,2255,2740,NA,1902,NA,NA,2382,1942,NA,NA,NA,3284,3503,1855,NA,NA,NA,NA,3038,2663,NA,3024
"ENSG00000013374",NA,NA,NA,5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106615",539,513,1435,810,870,941,451,443,683,947,756,797,753,1359,505,890,716,515,528,510,821,826,528,697,1196,673,323,413,994,829,677,709,686,698,785,782
"ENSG00000106617",357,1915,1629,1073,1326,1090,1517,943,1247,1704,NA,NA,1071,1539,1411,NA,1142,788,1198,808,1633,NA,NA,NA,NA,2854,766,1385,NA,NA,1056,NA,1404,1843,1520,1090
"ENSG00000239911",5138,1926,1679,949,887,NA,2419,1352,1239,1113,NA,NA,566,1551,887,1086,NA,NA,698,NA,828,NA,NA,NA,NA,NA,1223,950,NA,NA,1040,NA,NA,NA,NA,NA
"ENSG00000178234",3620,2981,3179,2039,NA,NA,2713,1753,2915,536,NA,NA,1892,2370,1377,567,NA,NA,NA,NA,NA,NA,NA,523,1117,2431,1476,1477,NA,NA,816,83,NA,NA,NA,2569
"ENSG00000055609",5397,NA,NA,5999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133627",1397,620,1151,440,946,876,1011,372,987,872,428,463,610,535,709,1141,523,781,1000,815,595,350,718,NA,956,921,295,423,908,343,577,524,734,589,589,907
"ENSG00000130226",5852,398,895,419,648,664,477,237,671,524,475,311,1107,491,436,1133,302,426,638,546,476,352,414,365,381,586,250,327,518,357,494,573,463,525,378,419
"ENSG00000157219",NA,NA,NA,3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186480",3589,2618,3006,3437,NA,NA,NA,NA,2489,3186,NA,NA,2164,1619,3151,1339,NA,NA,1751,NA,NA,NA,NA,NA,NA,NA,3334,NA,NA,NA,NA,1726,3058,2275,2221,2789
"ENSG00000184863",4404,NA,NA,4811,NA,NA,NA,NA,NA,NA,NA,NA,NA,4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000105983",2031,NA,3159,4785,NA,NA,NA,NA,2686,2357,NA,NA,2656,2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615,NA,NA,NA,NA,NA,NA,1634,NA,NA,2040
"ENSG00000009335",1860,3505,2875,3635,NA,NA,2287,NA,2730,NA,NA,NA,NA,3515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724,1739,3283,NA,NA,NA,NA,NA,NA,NA,2542
"ENSG00000105993",1697,1003,2069,2409,1320,1131,1415,1283,1817,1537,1203,1842,2178,2130,1231,1588,834,835,617,981,1121,1674,1099,1257,993,1550,1176,1225,812,870,838,1225,1161,896,1099,715
"ENSG00000155093",1668,949,627,377,551,462,291,350,890,939,333,449,296,646,409,1777,425,428,672,745,1026,705,1103,1152,816,728,441,375,592,551,636,654,622,1297,870,959
"ENSG00000117868",3987,1315,2581,2313,NA,1284,2086,896,2711,NA,NA,NA,2771,2489,2266,NA,NA,NA,NA,NA,2216,1714,NA,NA,NA,NA,1134,2481,NA,NA,NA,NA,3256,NA,NA,NA
"ENSG00000126870",NA,NA,NA,5101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104714",1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198010",2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000253982",NA,NA,NA,5627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000176595",2135,2978,2794,3656,2466,NA,1773,2664,1315,3437,NA,NA,3935,2908,2966,2549,1175,2123,1961,NA,2113,2338,NA,NA,2035,2166,1621,3329,1792,NA,NA,NA,2736,1593,1599,1690
"ENSG00000183117",5283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000155189",4800,2820,3880,4603,NA,NA,NA,NA,3916,3457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071,3361,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164825",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000173273",5322,3214,4005,4629,NA,NA,NA,NA,3668,NA,NA,NA,NA,4084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3520,2952,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000253230",1555,3111,1601,1142,NA,NA,1981,777,857,1266,NA,654,1536,762,2575,979,808,NA,603,NA,543,NA,NA,NA,307,386,746,1220,NA,NA,1187,NA,1364,752,783,804
"ENSG00000175806",NA,NA,3643,3128,NA,NA,NA,NA,NA,2576,NA,NA,1670,2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,NA,NA,NA,NA,NA,2781,NA,NA,NA
"ENSG00000104643",4671,NA,4140,3064,NA,NA,NA,NA,2614,NA,NA,NA,3031,3014,3315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134,2048,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000154328",2587,3048,4264,5123,NA,NA,NA,NA,2328,NA,NA,NA,NA,3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,NA,NA,NA,NA,NA,NA,2934,NA,NA
"ENSG00000079459",482,1912,1969,1853,1689,1565,1499,1467,1387,1724,1994,1967,2566,2329,2760,1448,1012,875,593,845,1480,1345,900,1048,1475,1414,1128,1324,2087,NA,1196,1016,971,642,1063,949
"ENSG00000164733",2395,1571,2621,3765,1265,1753,450,1316,2025,1775,992,1627,1357,1254,785,1471,993,1474,878,764,1335,1114,835,811,894,1238,936,875,829,481,831,1249,647,1233,875,780
"ENSG00000283674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000154359",3248,NA,NA,3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000250305",NA,NA,NA,NA,NA,NA,1408,NA,1430,938,NA,NA,729,NA,569,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,1354,NA,NA,NA,164,NA,NA,NA,NA
"ENSG00000164741",2651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104723",729,718,1269,792,735,569,1249,1181,1081,1055,437,880,619,802,977,1252,671,807,931,NA,1079,989,NA,NA,1011,813,668,734,451,NA,1003,1271,1375,1722,878,1412
"ENSG00000155970",2732,2719,3471,1581,NA,NA,1446,1652,1487,1567,NA,NA,1639,1934,1920,1750,NA,NA,1545,NA,1415,1761,NA,NA,1380,1498,1070,1523,1586,NA,NA,NA,1255,1784,1701,1667
"ENSG00000198791",3907,1791,3191,2902,NA,NA,1952,2106,2932,3141,NA,NA,2313,2727,1872,NA,NA,NA,NA,NA,2161,NA,NA,NA,NA,3368,2237,2002,NA,NA,NA,NA,2944,2024,NA,1904
"ENSG00000003987",2797,NA,3568,3492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000129422",2076,1210,1315,981,NA,NA,NA,NA,2327,1314,1142,388,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000078674",2059,3372,3935,5243,2469,NA,3004,2927,2691,3393,NA,NA,3298,3257,3353,NA,NA,NA,NA,NA,1947,NA,NA,NA,NA,2660,3455,3512,NA,NA,NA,NA,3068,NA,NA,2622
"ENSG00000104763",5806,1327,3699,1897,1785,1490,1847,2368,1998,2752,1525,1747,1424,2880,690,2221,1493,1797,1518,1204,1624,1746,1265,1386,1251,2672,1071,1537,1456,953,1289,1277,1834,2610,1816,2496
"ENSG00000156011",225,357,333,196,979,399,523,254,919,609,750,727,1070,623,626,962,346,289,326,786,674,356,582,480,348,219,265,331,150,355,445,565,347,213,347,351
"ENSG00000147408",746,3575,4825,4545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104613",1542,NA,4057,5557,NA,NA,NA,NA,3113,NA,NA,NA,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706,2344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000175445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938,NA,NA,NA
"ENSG00000147416",167,168,483,252,311,327,194,257,359,265,207,770,347,572,339,434,229,225,238,419,212,259,246,188,635,275,264,250,194,568,391,606,136,167,228,215
"ENSG00000061337",671,NA,1259,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,NA,NA,NA
"ENSG00000254092",NA,NA,NA,NA,NA,NA,NA,1365,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1839,668,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168546",NA,NA,NA,1311,NA,NA,NA,NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000130227",3895,2659,3839,4268,NA,NA,2859,NA,3047,NA,NA,NA,NA,3781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735,1793,2275,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000158806",NA,NA,NA,NA,NA,NA,1572,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000158856",468,294,305,188,219,452,148,451,829,641,195,256,254,303,287,1011,481,653,690,734,568,433,652,438,575,490,542,426,291,530,610,817,570,558,334,451
"ENSG00000168481",2329,1712,756,1271,1786,NA,1261,NA,1301,1165,978,925,1859,899,2434,NA,NA,NA,NA,NA,1107,924,NA,NA,NA,NA,NA,2034,NA,NA,NA,NA,2908,NA,NA,NA
"ENSG00000168490",198,76,261,82,52,181,77,78,78,86,62,69,141,54,238,167,49,159,123,122,38,91,53,57,70,63,40,103,93,68,137,128,49,53,38,64
"ENSG00000158941",NA,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625
"ENSG00000179388",1961,808,NA,912,NA,NA,NA,460,1019,1878,NA,NA,796,205,1121,605,NA,NA,NA,NA,1067,NA,NA,NA,874,1139,589,553,NA,NA,NA,NA,2177,777,1221,1126
"ENSG00000008853",5159,2537,NA,2581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000147457",4022,NA,4893,3022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104679",4391,NA,2648,5763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197217",1942,NA,2933,2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104722",98,18,313,45,16,61,21,165,22,25,6,58,11,79,19,422,140,154,266,151,124,42,279,350,289,417,107,46,122,202,152,278,126,150,104,153
"ENSG00000277586",71,30,87,24,9,33,5,67,17,18,5,34,5,36,8,148,46,41,57,79,60,14,46,74,69,74,39,16,20,90,67,125,47,40,47,53
"ENSG00000147459",2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000221914",3899,3553,4952,3682,NA,NA,2442,2783,3921,3355,NA,NA,3030,4110,3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,3085,NA,NA,NA,NA,3044,2178,NA,2200
"ENSG00000104765",2404,3624,4676,3398,2479,1971,1889,2639,2616,2410,1325,1979,2530,3798,2222,2443,1530,1764,2136,1376,2320,2308,1348,NA,1644,2524,1457,1848,1709,936,1844,1922,2890,1804,2060,2070
"ENSG00000240694",192,309,284,285,212,261,251,215,432,422,206,570,217,341,142,707,285,299,379,514,371,233,316,280,234,161,331,199,119,499,355,530,275,225,442,365
"ENSG00000092964",734,967,467,1042,1068,718,371,1240,1072,858,804,523,851,871,793,746,837,1413,833,747,817,930,1027,784,982,631,688,1345,730,528,492,639,1052,1303,918,659
"ENSG00000015592",659,1425,659,1414,1091,802,705,851,840,1932,892,1001,1835,1266,1259,830,824,1168,1237,914,603,1322,NA,NA,522,433,393,1098,1660,688,934,847,1066,831,1294,756
"ENSG00000120899",166,319,514,130,301,333,577,205,168,232,127,167,355,129,441,344,119,215,356,264,101,154,233,142,91,128,78,221,294,94,243,271,140,199,98,166
"ENSG00000120903",NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000120885",69,348,128,322,709,385,225,94,129,466,410,660,665,552,516,294,243,291,216,169,580,529,826,623,39,118,197,310,255,398,395,716,339,183,223,87
"ENSG00000168077",2588,NA,2022,4078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000147419",4631,3019,3939,3729,NA,NA,NA,NA,2593,3257,NA,NA,3773,4371,2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134014",NA,NA,NA,4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104290",3981,1252,2836,2208,NA,NA,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000012232",3052,1042,3827,1408,NA,NA,1274,1454,NA,NA,NA,1159,2299,1397,NA,NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,NA,1040,1887,NA,NA,1091,NA,1292,NA,NA,NA
"ENSG00000120875",NA,NA,NA,1867,NA,NA,NA,464,NA,813,NA,643,NA,NA,NA,NA,NA,419,NA,NA,904,NA,NA,NA,NA,NA,486,371,NA,NA,NA,NA,672,1082,NA,NA
"ENSG00000133872",305,275,930,650,451,182,377,158,304,355,621,592,609,366,273,324,93,110,72,165,198,269,103,141,169,113,125,191,287,116,139,229,137,80,210,182
"ENSG00000104660",5652,NA,4133,3010,NA,NA,NA,2060,3021,2500,NA,NA,3415,2645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282,3425,NA,NA,NA,NA,2904,NA,NA,2580
"ENSG00000104671",2022,2703,5019,4494,2276,2004,2980,2226,4020,3511,NA,NA,3641,4397,2913,2321,NA,2128,1889,NA,2632,2344,NA,NA,NA,2720,3524,2660,NA,NA,NA,NA,3281,2822,NA,2935
"ENSG00000104687",3107,NA,2302,1980,NA,NA,NA,2316,3736,NA,NA,NA,NA,2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,2306,NA,NA,NA,NA,2899,NA,NA,NA
"ENSG00000104695",4436,1746,2571,3590,2438,1446,1473,1453,1312,1464,2161,1645,3334,1860,2021,906,946,813,692,829,1476,1363,978,836,1470,780,949,2591,1386,826,805,893,818,862,971,841
"ENSG00000157168",NA,NA,794,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133878",3289,NA,2084,2564,NA,NA,1865,NA,1668,2621,NA,NA,2290,1440,2912,1421,1374,NA,1414,NA,1759,NA,NA,NA,1053,969,3078,2164,NA,NA,NA,NA,2441,1353,1719,921
"ENSG00000156687",NA,NA,670,2597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000147471",2436,NA,NA,4704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000129691",2039,NA,4657,4632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000175324",NA,NA,NA,5673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000156735",3961,1334,1164,1348,1157,NA,1571,1610,1740,1702,NA,NA,1610,1681,1245,NA,NA,NA,NA,NA,1405,1693,NA,NA,NA,1615,1417,1306,NA,NA,NA,NA,2246,1924,1710,1593
"ENSG00000085788",3313,2873,4444,2898,NA,NA,2778,1764,2653,2903,NA,NA,2936,3751,1909,NA,NA,NA,NA,NA,2416,1843,NA,NA,NA,2596,1586,2402,NA,NA,NA,NA,2316,2065,2506,2727
"ENSG00000147535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,NA,NA,NA,NA
"ENSG00000147548",4018,3648,3909,3859,2279,NA,2895,2709,3604,NA,NA,NA,3720,2862,2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2353,1733,2753,NA,NA,NA,NA,2394,NA,NA,1446
"ENSG00000077782",1008,NA,1680,1365,NA,NA,NA,NA,2155,1267,NA,NA,2152,1908,NA,1266,NA,471,656,NA,NA,840,NA,NA,NA,1149,NA,NA,NA,NA,NA,NA,1096,1007,999,1031
"ENSG00000147526",1383,2920,3283,5644,1673,1928,2242,2983,2378,3050,1882,1995,2921,2693,3241,2682,1675,2088,2119,NA,1951,2180,NA,NA,1247,1390,2682,3044,1745,NA,NA,NA,1746,1706,1311,1611
"ENSG00000169499",1011,NA,NA,3119,NA,NA,NA,929,177,1183,NA,NA,NA,199,NA,701,389,NA,407,NA,240,399,288,521,109,125,2093,NA,300,NA,999,NA,785,316,196,258
"ENSG00000169490",1032,NA,3624,3593,NA,NA,NA,NA,3494,2134,NA,NA,2585,3150,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3296,3659,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168615",5845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104332",NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,93,26,NA,NA,NA,NA
"ENSG00000147533",3671,1710,2234,1248,1172,NA,2513,NA,2760,1551,1537,717,1138,1667,2957,1019,NA,NA,NA,NA,1271,1325,NA,NA,NA,NA,3422,1586,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000158669",5732,2991,4007,3559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000070718",1532,1480,1632,1639,1408,1018,1088,1565,1809,1283,NA,NA,1823,2267,1621,1443,1110,1195,1113,NA,1562,1317,NA,NA,1318,1810,1718,1432,NA,NA,NA,NA,1422,1113,1255,1240
"ENSG00000070501",2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000078668",902,777,1603,1350,1014,867,982,724,1080,610,829,1289,750,1450,574,1013,604,564,410,446,943,659,539,541,600,692,516,629,927,606,676,1224,656,392,735,592
"ENSG00000168575",2282,NA,3442,4145,NA,NA,NA,NA,3599,2540,NA,NA,NA,NA,NA,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397,591,NA,NA,NA,NA
"ENSG00000176209",3921,NA,NA,4679,NA,NA,NA,NA,3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000120925",5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168172",4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168522",2697,2010,1270,2868,NA,NA,NA,NA,3749,1738,1231,1161,1732,1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165102",5862,NA,NA,5312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164808",3055,NA,NA,3062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000221869",NA,NA,163,3221,NA,151,NA,1059,429,2375,NA,NA,2700,969,3246,550,995,NA,314,NA,664,NA,NA,NA,441,326,848,1671,1472,NA,989,1837,1314,466,991,543
"ENSG00000253729",3409,3494,5010,3964,2627,NA,2378,1702,3965,NA,NA,NA,3875,3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2249,2113,2965,NA,NA,NA,NA,2497,2928,NA,2302
